3436975,KSCT,R2,1
3436975,BNCT,R2,1
3436975,PYCT,RI,1
3436975,PTCT,RI,1
3556691,BNCT,PKCT,1
3556691,CLCT,PYCT,1
3556691,ZWCT,PTCT,1
3556691,LPCT,R2CT,1
