3543692,RHCT,R2,1
3543692,KSCT,R2,1
3543692,CTCT,RI,2
3543694,HYCT,R2,1
3543694,RHCT,R2,1
3543694,KSCT,RI,1
3543694,BNCT,RI,1
3570325,RHCT,R2,1
3570325,HYCT,R2,1
3570325,KSCT,RI,1
3570325,R2CT,RI,1
3570330,KSCT,R2,2
3570330,RHCT,RI,2
3570332,KSCT,R2,2
3570332,HYCT,RI,1
3570332,RHCT,RI,2
3570339,RHCT,R2,1
3570339,KSCT,R2,2
3570339,HYCT,RI,2
3570342,KSCT,R2,2
3570342,RHCT,RI,2
3570346,RHCT,R2,1
3570346,HYCT,R2,1
3570346,KSCT,RI,1
3570346,R2CT,RI,1
3570348,RHCT,R2,1
3570348,HYCT,R2,2
3570348,KSCT,RI,1
3570348,R2CT,RI,1
3570351,KSCT,R2,2
3570351,RHCT,RI,2
3570353,KSCT,R2,2
3570353,HYCT,RI,2
3570356,KSCT,R2,2
3570356,HYCT,RI,2
3570358,KSCT,R2,2
3570358,RHCT,RI,2
3570360,RHCT,R2,1
3570360,HYCT,R2,2
3570360,KSCT,RI,1
3570360,R2CT,RI,1
3245749,RHCT,R2,1
3245750,BNCT,R2,1
3412663,CTCT,R2,1
3331493,ZWCT,R2,1
3331494,ZWCT,R2,1
3331496,ZWCT,R2,1
3331487,ZWCT,R2,1
3331488,ZWCT,R2,1
3331490,ZWCT,R2,1
3412706,ZWCT,R2,1
3412725,ZWCT,R2,1
3412729,ZWCT,R2,1
3412732,BNCT,R2,1
3412732,ZWCT,R2,2
3412739,BNCT,R2,1
3412739,ZWCT,R2,2
3412739,HYCT,RI,1
3412740,ZWCT,R2,2
3412740,HYCT,RI,1
3412740,BNCT,RI,2
3412752,BNCT,R2,1
3412752,HYCT,RI,1
3412697,HYCT,R2,1.0
3412697,HYCT,RI,1.0
3412701,HYCT,R2,1
3412702,HYCT,R2,1
3412703,HYCT,R2,2.0
3412703,HYCT,RI,1.0
3245701,ZWCT,R2,1
3245694,ZWCT,R2,1
3245696,ZWCT,R2,2.0
3245696,ZWCT,RI,2.0
3407454,PYCT,R2,1
3407456,PYCT,R2,1
3407456,R2CT,RI,1
3407458,RHCT,R2,1
3407458,PYCT,RI,1
3407460,HYCT,R2,1
3412995,PYCT,R2,1
3413009,PYCT,R2,1
3367788,PYCT,R2,1
3277024,ZWCT,R2,1.0
3277024,ZWCT,RI,1.0
3383568,HYCT,R2,1
3383568,BNCT,RI,1
3543725,HYCT,R2,1
3543725,RHCT,R2,1
3543725,KSCT,RI,1
3543725,CTCT,RI,2
3543733,HYCT,R2,2
3543733,RHCT,RI,1
3543733,KSCT,RI,1
3543734,HYCT,R2,2
3543734,RHCT,RI,2
3543735,HYCT,R2,2
3543735,RHCT,RI,2
3543737,KSCT,R2,1
3543737,PYCT,R2,2
3543737,BNCT,RI,2
3543740,RHCT,R2,1
3543740,KSCT,R2,1
3543740,PTCT,RI,1
3543740,BNCT,RI,1
3543742,HYCT,R2,1
3543742,RHCT,R2,1
3543742,KSCT,RI,1
3543742,CTCT,RI,2
3543745,HYCT,R2,2
3543745,RHCT,RI,1
3543745,KSCT,RI,1
3543747,HYCT,R2,2
3543747,RHCT,RI,2
3543752,HYCT,R2,2
3543752,RHCT,RI,2
3543756,HYCT,R2,2
3543756,RHCT,RI,1
3543756,KSCT,RI,1
3543760,RHCT,R2,1
3543760,KSCT,R2,1
3543760,PTCT,RI,2
3543866,HYCT,R2,2
3543866,RHCT,RI,1
3543866,KSCT,RI,1
3543867,HYCT,R2,2
3543867,KSCT,RI,2
3543868,HYCT,R2,2
3543868,RHCT,RI,2
3543869,HYCT,R2,2
3543869,KSCT,RI,2
3543870,HYCT,R2,2
3543870,KSCT,RI,2
3543872,HYCT,R2,2
3543872,RHCT,RI,1
3543872,KSCT,RI,1
3543837,HYCT,R2,2
3543837,RHCT,RI,1
3543837,KSCT,RI,1
3543838,RHCT,R2,1
3543838,PYCT,R2,2
3543838,CTCT,RI,2
3543839,HYCT,R2,1
3543839,ZWCT,R2,1
3543839,RHCT,RI,1
3543839,PTCT,RI,1
3543840,CTCT,R2,1
3543840,PYCT,R2,2
3543840,RHCT,RI,1
3543840,BNCT,RI,1
3543841,ZWCT,R2,2
3543841,PYCT,RI,1
3543841,PTCT,RI,1
3543854,HYCT,R2,2
3543854,KSCT,RI,1
3543854,PYCT,RI,2
3588296,HYCT,R2,1
3588296,KSCT,R2,1
3588296,RHCT,RI,1
3588296,CTCT,RI,2
3588303,KSCT,R2,2
3588303,HYCT,RI,2
3588305,KSCT,R2,1
3588305,HYCT,R2,2
3588305,RHCT,RI,1
3588305,CTCT,RI,2
3588308,KSCT,R2,2
3588308,HYCT,RI,2
3588309,KSCT,R2,2
3588309,HYCT,RI,2
3588312,HYCT,R2,1
3588312,KSCT,R2,1
3588312,RHCT,RI,1
3588312,CTCT,RI,2
3588317,HYCT,R2,1
3588317,KSCT,R2,1
3588317,RHCT,RI,1
3588317,CTCT,RI,1
3588320,HYCT,R2,1
3588320,KSCT,R2,1
3588320,RHCT,RI,1
3588320,CTCT,RI,2
3588322,KSCT,R2,2
3588322,HYCT,RI,2
3588324,KSCT,R2,2
3588324,HYCT,RI,2
3588326,HYCT,R2,1
3588326,KSCT,R2,1
3588326,RHCT,RI,1
3588326,CTCT,RI,2
3588327,HYCT,R2,1
3588327,KSCT,R2,1
3588327,RHCT,RI,1
3588327,CTCT,RI,1
3454310,ZWCT,R2,1
3454317,ZWCT,R2,1
3454672,ZWCT,R2,2
3454672,RHCT,RI,1
3454677,BNCT,R2,1
3454677,ZWCT,RI,1
3454701,RHCT,R2,1
3454705,ZWCT,R2,1
3454705,RHCT,RI,1
3454657,RHCT,R2,1
3454662,BNCT,R2,1
3454662,ZWCT,R2,1
3454662,RHCT,RI,1
3454667,BNCT,R2,1
3454670,ZWCT,R2,1
3454670,BNCT,RI,1
3413040,RHCT,R2,2
3413040,PTCT,RI,1
3413040,ZWCT,RI,2
3413047,RHCT,R2,2
3413047,ZWCT,RI,1
3413049,ZWCT,R2,1
3413049,RHCT,RI,1
3413051,ZWCT,R2,1
3413051,RHCT,RI,1
3413054,RHCT,R2,1
3413054,PTCT,RI,1
3413055,RHCT,R2,1
3413057,ZWCT,R2,2
3413057,HYCT,RI,1
3413059,ZWCT,R2,1
3413063,ZWCT,R2,2.0
3413063,ZWCT,RI,1.0
3413065,ZWCT,R2,1
3413066,ZWCT,R2,1
3436913,ZWCT,R2,1
3436913,RHCT,RI,1
3436916,RHCT,R2,1
3436921,ZWCT,R2,1
3588360,HYCT,R2,1
3588360,KSCT,R2,1
3588360,RHCT,RI,1
3588360,PTCT,RI,1
3588364,HYCT,R2,1
3588364,KSCT,R2,1
3588364,RHCT,RI,1
3588364,CTCT,RI,2
3588366,HYCT,R2,1
3588366,KSCT,R2,1
3588366,RHCT,RI,1
3588366,CTCT,RI,2
3588368,HYCT,R2,1
3588368,KSCT,R2,1
3588368,RHCT,RI,1
3588368,CTCT,RI,2
3588371,HYCT,R2,1
3588371,KSCT,R2,1
3588371,RHCT,RI,1
3588371,CTCT,RI,2
3588373,HYCT,R2,1
3588373,KSCT,R2,1
3588373,RHCT,RI,1
3588373,PTCT,RI,1
3588330,HYCT,R2,1
3588330,KSCT,R2,1
3588330,RHCT,RI,1
3588330,PTCT,RI,1
3588347,HYCT,R2,1
3588347,KSCT,R2,1
3588347,RHCT,RI,1
3588347,CTCT,RI,2
3588349,HYCT,R2,1
3588349,KSCT,R2,1
3588349,RHCT,RI,1
3588349,CTCT,RI,2
3588353,HYCT,R2,1
3588353,KSCT,R2,1
3588353,RHCT,RI,1
3588353,CTCT,RI,2
3588356,HYCT,R2,1
3588356,KSCT,R2,1
3588356,RHCT,RI,1
3588356,CTCT,RI,2
3588358,KSCT,R2,1
3588358,RHCT,R2,1
3588358,PTCT,RI,1
3588358,CTCT,RI,1
3407406,BNCT,R2,1
3407406,ZWCT,R2,2
3407406,PTCT,RI,1
3407413,ZWCT,R2,1
3407415,ZWCT,R2,1
3407418,PTCT,R2,2.0
3407418,PTCT,RI,1.0
3407418,PYCT,RI,1
3407421,BNCT,R2,1
3407421,PYCT,R2,2
3407421,ZWCT,RI,1
3588637,HYCT,R2,1
3588637,KSCT,R2,1
3588637,RHCT,RI,1
3588637,CTCT,RI,1
3588379,HYCT,R2,1
3588379,KSCT,R2,1
3588379,RHCT,RI,1
3588379,CTCT,RI,2
3588381,KSCT,R2,1
3588381,HYCT,R2,2
3588381,RHCT,RI,1
3588381,CTCT,RI,2
3588383,KSCT,R2,2
3588383,HYCT,RI,2
3588385,HYCT,R2,1
3588385,KSCT,R2,1
3588385,RHCT,RI,1
3588385,CTCT,RI,2
3588387,HYCT,R2,1
3588387,KSCT,R2,1
3588387,RHCT,RI,1
3588387,CTCT,RI,1
3588390,HYCT,R2,1
3588390,KSCT,R2,1
3588390,RHCT,RI,1
3588390,CTCT,RI,1
3588392,HYCT,R2,1
3588392,KSCT,R2,1
3588392,RHCT,RI,1
3588392,CTCT,RI,2
3588395,KSCT,R2,2
3588395,HYCT,RI,2
3588397,KSCT,R2,2
3588397,HYCT,RI,2
3588399,HYCT,R2,1
3588399,KSCT,R2,1
3588399,RHCT,RI,1
3588399,CTCT,RI,2
3588402,HYCT,R2,1
3588402,KSCT,R2,1
3588402,RHCT,RI,1
3588402,CTCT,RI,1
3493068,BNCT,R2,1
3493068,CTCT,R2,2
3493068,PTCT,RI,1
3493072,BNCT,R2,1
3493072,CTCT,RI,1
3493073,CTCT,R2,1
3493073,PTCT,R2,1
3493073,BNCT,RI,1
3493081,PTCT,R2,1
3493081,CTCT,RI,1
3493083,PTCT,R2,1
3493083,CTCT,R2,1
3493083,BNCT,RI,1
3493083,RHCT,RI,1
3493086,BNCT,R2,1
3493086,CTCT,R2,2
3493086,PTCT,RI,1
3493086,ZWCT,RI,1
3493095,BNCT,R2,1
3493095,CTCT,R2,1
3493095,PTCT,RI,1
3493095,ZWCT,RI,1
3493100,CTCT,R2,2
3493100,BNCT,RI,1
3493100,PTCT,RI,1
3493104,BNCT,R2,1
3493104,CTCT,R2,1
3493104,PTCT,RI,1
3493104,PYCT,RI,1
3493107,BNCT,R2,1
3493107,PTCT,R2,1
3493107,ZWCT,RI,2
3493110,CTCT,R2,1
3493110,PTCT,R2,1
3493110,ZWCT,RI,1
3493110,R2CT,RI,1
3493113,BNCT,R2,1
3493113,CTCT,R2,1
3493113,PTCT,RI,1
3493113,ZWCT,RI,1
3588649,HYCT,R2,1
3588649,RHCT,R2,1
3588649,PTCT,RI,1
3588649,R2CT,RI,1
3588650,HYCT,R2,1
3588650,KSCT,R2,1
3588650,RHCT,RI,1
3588650,PTCT,RI,1
3588652,HYCT,R2,1
3588652,KSCT,R2,1
3588652,RHCT,RI,1
3588652,BNCT,RI,2
3588654,HYCT,R2,1
3588654,KSCT,R2,1
3588654,RHCT,RI,1
3588654,BNCT,RI,2
3588656,HYCT,R2,1
3588656,KSCT,R2,1
3588656,RHCT,RI,1
3588656,PTCT,RI,1
3588659,HYCT,R2,1
3588659,RHCT,R2,1
3588659,PTCT,RI,1
3588659,CTCT,RI,1
3588642,HYCT,R2,1
3588642,RHCT,R2,1
3588642,PTCT,RI,1
3588642,CTCT,RI,1
3588643,HYCT,R2,1
3588643,KSCT,R2,1
3588643,RHCT,RI,1
3588643,PTCT,RI,1
3588644,HYCT,R2,1
3588644,KSCT,R2,1
3588644,RHCT,RI,1
3588644,BNCT,RI,2
3588645,HYCT,R2,1
3588645,KSCT,R2,1
3588645,RHCT,RI,1
3588645,BNCT,RI,2
3588646,HYCT,R2,1
3588646,KSCT,R2,1
3588646,RHCT,RI,1
3588646,PTCT,RI,1
3588647,HYCT,R2,1
3588647,RHCT,R2,1
3588647,PTCT,RI,1
3588647,CTCT,RI,1
3363330,PTCT,R2,1
3363331,PTCT,R2,1.0
3363331,PTCT,RI,1.0
3363332,PTCT,R2,2.0
3363332,PTCT,RI,1.0
3363333,PTCT,R2,1.0
3363333,PTCT,RI,1.0
3493069,ZWCT,R2,1
3493069,PYCT,R2,1
3493069,CTCT,RI,1
3493069,KSCT,RI,1
3493071,BNCT,R2,1
3493071,PYCT,R2,1
3493071,PTCT,RI,1
3493074,CTCT,R2,1
3493077,PYCT,R2,1
3493080,PYCT,R2,1
3493080,CTCT,RI,1
3493084,PYCT,R2,1
3493084,HYCT,RI,1
3493054,HYCT,R2,1
3493054,PYCT,R2,1
3493054,PTCT,RI,1
3493056,PTCT,R2,1
3493056,PYCT,RI,1
3493059,HYCT,R2,1
3493059,PTCT,R2,1
3493059,PYCT,RI,1
3493059,BNCT,RI,1
3493062,PTCT,R2,1
3493062,PYCT,R2,1
3493062,RHCT,RI,1
3493064,HYCT,R2,1
3493064,BNCT,R2,1
3493064,PTCT,RI,1
3493064,PYCT,RI,1
3493067,PYCT,R2,1
3493041,RHCT,R2,1
3493041,KSCT,R2,1
3493041,CTCT,RI,1
3493041,R2CT,RI,1
3493044,R2CT,R2,1
3493044,PYCT,R2,1
3493044,ZWCT,RI,1
3493044,PTCT,RI,1
3493047,KSCT,R2,2
3493047,BNCT,RI,1
3493047,PYCT,RI,1
3493049,BNCT,R2,1
3493049,HYCT,R2,1
3493049,KSCT,RI,1
3493049,PYCT,RI,1
3493050,HYCT,R2,1
3493050,BNCT,R2,1
3493050,CTCT,RI,1
3493050,PTCT,RI,1
3493052,RHCT,R2,1
3493052,HYCT,R2,1
3493052,BNCT,RI,1
3493052,CTCT,RI,1
3395711,ZWCT,R2,1
3159462,PYCT,R2,1
3159455,PYCT,R2,1
3454365,HYCT,R2,2
3454365,KSCT,RI,2
3454379,HYCT,R2,2
3454379,KSCT,RI,2
3454387,RHCT,R2,2
3454387,R2CT,RI,1
3454387,PYCT,RI,1
3454392,KSCT,R2,2
3454392,R2CT,RI,1
3454392,PYCT,RI,1
3454399,RHCT,R2,2
3454399,KSCT,RI,1
3454399,PYCT,RI,1
3454403,HYCT,R2,2
3454403,KSCT,RI,2
3454409,HYCT,R2,2
3454409,RHCT,RI,1
3454409,PYCT,RI,2
3454412,HYCT,R2,2
3454412,KSCT,RI,2
3454416,CTCT,R2,1
3454416,ZWCT,R2,1
3454416,PTCT,RI,1
3454416,R2CT,RI,1
3454423,RHCT,R2,1
3454423,KSCT,R2,2
3454423,R2CT,RI,1
3454423,PTCT,RI,1
3454430,PYCT,R2,1
3454430,PTCT,R2,2
3454430,BNCT,RI,2
3454436,HYCT,R2,2
3454436,RHCT,RI,1
3454436,KSCT,RI,2
3245626,ZWCT,R2,1.0
3245626,ZWCT,RI,1.0
3245627,ZWCT,R2,1.0
3245627,ZWCT,RI,1.0
3245633,R2CT,R2,1
3245633,ZWCT,R2,2.0
3245633,ZWCT,RI,1.0
3245634,PTCT,R2,2
